title;abstract
Acute onset olfactory/taste disorders are associated with a high viral burden in mild or asymptomatic SARS-CoV-2 infections;This study investigated, using cycle threshold (Ct) qPCR values, the association between symptoms and viral clearance in 57 patients with asymptomatic/mild SARS-CoV-2 infection. Patients with olfactory/taste disorders (OTDs) exhibited lower qPCR Ct values and longer time to negative qPCR than those without OTDs, suggesting an association between OTDs and high viral burden.
Exercise as medicine for COVID-19: on PPAR with emerging pharmacotherapy;Coronavirus disease 2019 (COVID-19) may have a metabolic origin given strong links with risk factors such as lipids and glucose and co-morbidities such as obesity and type 2 diabetes mellitus. The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike protein mediates viral cellular entry via the ACE2 receptor. The cytoplasmic tail of this spike protein is heavily palmitoylated. Emerging studies suggest that SARS-CoV-2 alters lipid metabolism in the lung epithelial cells by modulating peroxisome proliferator-activated receptor alpha (PPARα), possibly contributing to lipotoxicity, inflammation and untoward respiratory effects. Disruption of this process may affect palmitoylation of SARS-CoV spike protein and thus infectivity and viral assembly. COVID-19 is also increasingly being recognized as a vascular disease, with several studies noting prominent systemic endothelial dysfunction. The pathogenesis of endothelial dysfunction may also be linked to COVID-19-mediated metabolic and inflammatory effects. Herein, exercise will be compared to fenofibrate as a possible therapeutic strategy to bolster resilience against (and help manage recovery from) COVID-19. This paper will explore the hypothesis that exercise may be a useful adjuvant in a setting of COVID-19 management/rehabilitation due to its effects on PPARα and vascular endothelial function.
When the fourth water and digital revolution encountered COVID-19;The ongoing COVID-19 pandemic is, undeniably, a substantial shock to our civilization which has revealed the value of public services that relate to public health. Ensuring a safe and reliable water supply and maintaining water sanitation has become ever more critical during the pandemic. For this reason, researchers and practitioners have promptly investigated the impact associated with the spread of SARS-CoV-2 on water treatment processes, focusing specifically on water disinfection. However, the COVID-19 pandemic impacts multiple aspects of the urban water sector besides those related to the engineering processes, including sanitary, economic, and social consequences which can have significant effects in the near future. Furthermore, this outbreak appears at a time when the water sector was already experiencing a fourth revolution, transitioning toward the digitalisation of the sector, which redefines the Water-Human-Data Nexus. In this contribution, a product of collaboration between academics and practitioners from water utilities, we delve into the multiple impacts that the pandemic is currently causing and their possible consequences in the future. We show how the digitalisation of the water sector can provide useful approaches and tools to help address the impact of the pandemic. We expect this discussion to contribute not only to current challenges, but also to the conceptualization of new projects and the broader task of ameliorating climate change.
Viral kinetics of SARS-CoV-2 in asymptomatic carriers and presymptomatic patients;From a total of 71 laboratory-confirmed cases, three presymptomatic patients and 10 patients with entirely asymptomatic infections were identified. In two of the three incubation period patients, the viral titer in the presymptomatic period was very high (Ct value < 20). The median number of days to first negative RT-PCR in the asymptomatic carriers was 4.5 (range 2.5–9), and all asymptomatic carriers reached a first RT-PCR Ct > 35 within 14 days after diagnosis. Patients who have COVID-19 may already be infectious before there are symptoms, and 14 days of isolation after diagnosis may be sufficient in entirely asymptomatic cases.
Effect of a Previous History of Antiretroviral Treatment on Clinical Picture of Patients with Co-infection of SARS-CoV-2 and HIV: A Preliminary Study;We aimed to explore the effect of antiretroviral treatment (ART) history on clinical characteristics of patients with co-infection of SARS-CoV-2 and HIV.
The pathogenesis and treatment of the `Cytokine Storm' in COVID-19;Cytokine storm is a general term applied to maladaptive cytokine release in response to infection and other stimuli. The pathogenesis is complex but includes loss of regulatory control of proinflammatory cytokine production, both at local and systemic levels. The disease progresses rapidly, and the mortality is high. Some evidence shows that, during the coronavirus disease 2019 (COVID-19) epidemic, severe deterioration in some patients has been closely associated with dysregulated and excessive cytokine release. This article reviews what we know of the mechanism and treatment strategies of the COVID-19 virus-induced inflammatory storm in an attempt to provide some background to inform future guidance for clinical treatment.
Multi-Criteria Decision Analysis to prioritize hospital admission of patients affected by COVID-19 in low-resource settings with hospital-bed shortage;To use Multi-Criteria Decision Analysis (MCDA) to determine weights for eleven criteria in order to prioritize COVID-19 non-critical patients for admission to hospital in healthcare settings with limited resources.
Transmission of SARS-CoV-2 via fecal-oral and aerosols–borne routes: Environmental dynamics and implications for wastewater management in underprivileged societies;The advent of novel human coronavirus (SARS-CoV-2) and its potential transmission via fecal-oral and aerosols-borne routes are upcoming challenges to understand the fate of the virus in the environment. In this short communication, we specifically looked at the possibilities of these transmission routes based on the available literature directly related to the SARS-CoV-2 as well as on the closer phylogenetic relatives such as SARS-CoV-1. The available data suggest that, in addition to human-to-human contact, the virus may spread via fecal-oral and aerosols-borne routes. Existing knowledge states that coronaviruses have low stability in the environment due to the natural action of oxidants that disrupt the viral envelope. Previous recommended dosage of chlorination has been found to be not sufficient to inactivate SARS-CoV-2 in places where viral load is high such as hospitals and airports. Although there is no current evidence showing that coronaviruses can be transmitted through contaminated drinking water, there is a growing concern on the impact of the current pandemic wave on underprivileged societies because of their poor wastewater treatment infrastructures, overpopulation, and outbreak management strategies. More research is encouraged to trace the actual fate of SARS-CoV-2 in the environment and to develop/revise the disinfection strategies accordingly.
;Lopinavir/ritonavir and arbidol have been previously used to treat acute respiratory syndrome- coronavirus 2 (SARS-CoV-2) replication in clinical practice
Unheralded Lower limb threatening ischemia in a COVID-19 patient;Acute thromboembolic events appear to be frequent in patients with SARS-CoV-2 infection. We report a case of an intubated patient, who developed a threatening lower limb ischemia. Intra-arterial fibrinolysis and intravenous heparin infusion did not lead to complete recanalization of the tibial arteries, which were successfully treated by surgical embolectomy.
;Since December 2019, a respiratory pandemic named as coronavirus disease 2019 (Covid-19) caused by a new coronavirus named as SARS-CoV-2, has taken the world by storm. The symptoms are fever, malaise, and cough which resolve in a few days in most cases
Case report study of the first five COVID-19 patients treated with remdesivir in France;Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been identified as the virus responsible for the coronavirus disease 2019 (COVID-19) outbreak worldwide. Data on treatment are scare and parallels have been made between SARS-CoV-2 and other coronaviruses. Remdesivir is a broad-spectrum antiviral with efficient in vitro activity against SARS-CoV-2. Evidence of clinical improvement in patients with severe COVID-19 treated with remdesivir is controversial. The aim of this study was to describe the clinical outcomes and virological monitoring of the first five COVID-19 patients admitted to the intensive care unit of Bichat-Claude Bernard University Hospital, Paris, France, for severe pneumonia related to SARS-CoV-2 and treated with remdesivir. Quantitative reverse transcription PCR was used to monitor SARS-CoV-2 in blood plasma and the lower and upper respiratory tract. Among the five patients treated, two needed mechanical ventilation and one needed high-flow cannula oxygen. A significant decrease in SARS-CoV-2 viral load in the upper respiratory tract was observed in most cases, but two patients died with active SARS-CoV-2 replication in the lower respiratory tract. Plasma samples were positive for SARS-CoV-2 in only one patient. Remdesivir was interrupted before the initialy planned duration in four patients, two because of alanine aminotransferase elevations (3 to 5 normal range) and two because of renal failure requiring renal replacement. This case series of five COVID-19 patients requiring intensive care unit treatment for respiratory distress and treated with remdesivir, highlights the complexity of remdesivir use in such critically ill patients.
Coronavirus 2019-nCoV: A brief perspective from the front line;A novel coronavirus, designated as 2019-nCoV, hit the central Chinese city of Wuhan in late December 2019, and subsequently spread rapidly to all provinces of China and multiple countries. As of 0:00 am February 9, 2020, a total of 37,287 cases have been confirmed infection of 2019-nCoV in China mainland, and 302 cases have also been cumulatively reported from 24 countries. According to the latest data, a total of 813 deaths occurred in China mainland, with the mortality reaching approximately 2.2%. At present, there is no vaccine or specific drugs for the human coronavirus. Therefore, it is critical to understand the nature of the virus and its clinical characteristics, in order to respond to the 2019-nCoV outbreak. Thus, the present study briefly but comprehensively summarizes the not much but timely reports on the 2019-nCoV.
Positive effects of COVID-19 control measures on influenza prevention;Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has now become a pandemic threat to the whole world. At the same time, influenza virus has been active, with influenza virus and SARS-CoV-2 sharing the same transmission routes. This article aims to alert clinicians of the presence of co-infection with these two viruses and to describe the effect of the measures taken to fight COVID-19 on influenza prevention and control.
EMMPRIN/BASIGIN as a biological modulator of oral cancer and COVID-19 interaction: Novel propositions;Extracellular matrix metalloproteinase inducer (EMMPRIN), which is also called BASIGIN/CD147, is a cell surface glycoprotein that belongs to the immunoglobulin superfamily and plays a significant role in intercellular recognition in immunology, cellular differentiation and development. Apart from ACE-2, recently EMMPRIN, has been regarded as a target for the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) attachment and entry into the host cell. Since one of the routes of entry for the virus is the oral cavity, it becomes imperative to percept oral comorbidities such oral squamous cell carcinoma (OSCC) and oral potentially malignant disorders (OPMDs) in terms of EMMPRIN as a target for SARS-CoV-2. In the present paper, it is proposed that OSCC, by the virtue of upregulation of EMMPRIN expression, increases the susceptibility to coronavirus disease (COVID-19). In turn, COVID-19 in OSCC patients causes exhaustion of EMMPRIN receptor due to binding with ‘S’ receptor leading to a downregulation of related carcinogenesis events. We proposed that in the ACE-2 depleted situation in OSCC, EMMPRIN receptor might get high jacked by the COVID-19 virus for the entry into the host cells. Apart from the anti-monoclonal antibody, it is recommended to explore the use of grape seed and skin containing mouthwash as an adjunct, which could also have anti EMMPRIN effects in patients with OSCC and OPMDs.
Neuropsychiatric manifestations of COVID-19 and possible pathogenic mechanisms: Insights from other coronaviruses;Coronavirus disease 2019 (COVID-19) pandemic caused by SARS-CoV-2 has emerged as a global public health threat. Though the fear, anxiety, and stress related to COVID-19 have been studied in depth, the direct effects of SARS-CoV-2 on the central nervous system (CNS) remain elusive. Research related to the earlier coronavirus (CoV) outbreaks (like Severe Acute Respiratory Syndrome, SARS and Middle East Respiratory Syndrome, MERS) shows the neurotropic nature of CoV and the plethora of neuropsychiatric effects that it can cause. Though the current health priorities in managing COVID-19 remain restricted to containment and targeting pulmonary symptoms, the potential acute and long-term neuropsychiatric sequelae of the infection can increase morbidity and worsen the quality of life. Emerging evidence shows neural spread of the novel coronavirus. Delirium, encephalopathy, olfactory disturbances, acute behavioral changes, headache and cerebrovascular accidents are its common neuropsychiatric complications. These are directly related to increase in peripheral immunological markers, severity of infection and case fatality rate. This narrative review synthesizes available evidence related to the neuropsychiatric manifestations of COVID-19. Also, as SARS-CoV-2 shares structural and functional similarities with its earlier congeners, this article proposes possible long-term neuropsychological sequelae and pathogenic mechanisms for the same, based on research in the other coronavirus outbreaks.
HIV care in times of the COVID-19 crisis — Where are we now in Central and Eastern Europe?;The SARS-CoV-2 pandemic has hit the European region disproportionately. Many HIV clinics share staff and logistics with infectious disease facilities, which are now on the frontline in tackling COVID-19. Therefore, this study investigated the impact of the current pandemic situation on HIV care and continuity of antiretroviral treatment (ART) supplies in CEE countries.
Is hesperidin essential for prophylaxis and treatment of COVID-19 Infection?;SARS-CoV-2 or COVID-19 is representing the major global burden that implicated more than 4.7 million infected cases and 310 thousand deaths worldwide in less than 6 months. The prevalence of this pandemic disease is expected to rise every day. The challenge is to control its rapid spread meanwhile looking for a specific treatment to improve patient outcomes. Hesperidin is a classical herbal medicine used worldwide for a long time with an excellent safety profile. Hesperidin is a well-known herbal medication used as an antioxidant and anti-inflammatory agent. Available shreds of evidence support the promising use of hesperidin in prophylaxis and treatment of COVID 19. Herein, we discuss the possible prophylactic and treatment mechanisms of hesperidin based on previous and recent findings. Hesperidin can block coronavirus from entering host cells through ACE2 receptors which can prevent the infection. Anti-viral activity of hesperidin might constitute a treatment option for COVID-19 through improving host cellular immunity against infection and its good anti-inflammatory activity may help in controlling cytokine storm. Hesperidin mixture with diosmin co-administrated with heparin protect against venous thromboembolism which may prevent disease progression. Based on that, hesperidin might be used as a meaningful prophylactic agent and a promising adjuvant treatment option against SARS-CoV-2 infection.
Comparison of virus concentration methods for the RT-qPCR-based recovery of murine hepatitis virus, a surrogate for SARS-CoV-2 from untreated wastewater;There is currently a clear benefit for many countries to utilize wastewater-based epidemiology (WBE) as part of ongoing measures to manage the coronavirus disease 2019 (COVID-19) global pandemic. Since most wastewater virus concentration methods were developed and validated for nonenveloped viruses, it is imperative to determine the efficiency of the most commonly used methods for the enveloped severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Municipal wastewater seeded with a human coronavirus (CoV) surrogate, murine hepatitis virus (MHV), was used to test the efficiency of seven wastewater virus concentration methods: (A–C) adsorption-extraction with three different pre-treatment options, (D–E) centrifugal filter device methods with two different devices, (F) polyethylene glycol (PEG 8000) precipitation, and (G) ultracentrifugation. MHV was quantified by reverse-transcription quantitative polymerase chain reaction and the recovery efficiency was calculated for each method. The mean MHV recoveries ranged from 26.7 to 65.7%. The most efficient methods were adsorption-extraction methods with MgCl
Follow-up studies in COVID-19 recovered patients - is it mandatory?;The novel Coronavirus disease 2019 (COVID-19) is an illness caused due to Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). The World Health Organization (WHO) has declared this outbreak a global health emergency and as on April 24, 2020, it has spread to 213 countries, with 25,91,015 confirmed cases and 742,855 cases have been recovered from COVID-19. In this dreadful situation our team has already published an article in the Science of the Total Environment, which elaborates the various aspects of the SARS-CoV-2 infection. In this situation, it is imperative to understand the possible outcome of COVID-19 recovered patients and determine if they have any other detrimental illnesses by longitudinal analysis to safeguard their life in future. It is necessary to follow-up these recovered patients and performs comprehensive assessments for detection and appropriate management towards their psychological, physical, and social realm. This urges us to suggest that it is highly important to provide counselling, moral support as well as a few recommended guidelines to the recovered patients and society to restore to normalcy. Epidemiological, clinical and immunological studies from COVID-19 recovered patients are particularly important to understand the disease and to prepare better for potential outbreaks in the future. Longitudinal studies on a larger cohort would help us to understand the in-depth prognosis as well as the pathogenesis of COVID-19. Also, follow-up studies will help us provide more information for the development of vaccines and drugs for these kinds of pandemics in the future. Hence, we recommend more studies are required to unravel the possible mechanism of COVID-19 infection and the after-effects of it to understand the characteristics of the virus and to develop the necessary precautionary measures to prevent it.
: A synchronized whole-of-world approach for COVID-19 mitigation;The COVID-19 pandemic can no longer be mitigated by a nationwide approach of individual nations alone. Given its scale and accelerating expansion, COVID-19 requires a coordinated and simultaneous Whole- of-World approach that galvanizes clear global leadership and solidarity from all governments of the world. Considering an ‘all hands-on deck’ concept, we present a comprehensive list of tools and entities responsible for enabling them, as well a conceptual framework to achieve the maximum impact. The list is drawn from pandemic mitigation tools developed in response to past outbreaks including influenza, coronaviruses, and Ebola, and includes tools to minimize transmission in various settings including person-to-person, crowd, funerals, travel, workplace, and events and gatherings including business, social and religious venues. Included are the roles of individuals, communities, government and other sectors such as school systems, health, institutions, and business. While individuals and communities have significant responsibilities to prevent person-to-person transmission, other entities can play a significant role to enable individuals and communities to make use of the tools. Historic and current data indicate the role of political will, whole-of-government approach, and the role of early introduction of mitigation measures. There is also an urgent need to further elucidate the immunologic mechanisms underlying the epidemiological characteristics such as the low disease burden among women, and the role of COVID-19 in inducing Kawasaki-like syndromes in children. Understanding the role of and development of anti-inflammatory strategies based on our understanding of pro-inflammatory cytokines (IL1, IL-6) is also critical. Similarly, the role of oxygen therapy as an anti-inflammatory strategy is evident and access to oxygen therapy should be prioritized to avoid the aggravation of COVID-19 infection. We highlight the need for global solidarity to share both mitigation commodities and infrastructure between countries. Given the global reach of COVID-19 and potential for repeat waves of outbreaks, we call on all countries and communities to act synergistically and emphasize the need for synchronized pan-global mitigation efforts to minimize everyone's risk, to maximize collaboration, and to commit to shared progress.
Antecedent Immunosuppressive Therapy for Immune-Mediated Inflammatory Diseases in the Setting of a COVID-19 Outbreak;Finite clinical data and understanding of COVID-19 immunopathology has led to limited, opinion-based recommendations for management of immune-mediated inflammatory disease (IMID) patients on immunosuppressive (IS) therapeutics.
Airborne route and bad use of ventilation systems as non-negligible factors in SARS-CoV-2 transmission;The world is facing a pandemic of unseen proportions caused by a corona virus named SARS-CoV-2 with unprecedent worldwide measures being taken to tackle its contagion. Person-to-person transmission is accepted but WHO only considers aerosol transmission when procedures or support treatments that produce aerosol are performed. Transmission mechanisms are not fully understood and there is evidence for an airborne route to be considered, as the virus remains viable in aerosols for at least 3 h and that mask usage was the best intervention to prevent infection.
Are graphene and graphene-derived products capable of preventing COVID-19 infection?;The Severe Acute Respiratory Syndrome CoronaVirus 2 (SARS-CoV-2) causes the new coronavirus disease 2019 (COVID-19). This disease is a severe respiratory tract infection that spreading rapidly around the world. In this pandemic situation, the researchers' effort is to understand the targets of the virus, mechanism of their cause, and transmission from animal to human and vice-versa. Therefore, to support COVID-19 research and development, we have proposed approaches based on graphene and graphene-derived nanomaterials against COVID-19.
;The human coronavirus disease (COVID-19) is now a global pandemic. Social distancing, hand hygiene and the use of personal protective equipment dominate the current fight against COVID-19. In developing countries, the need for clean water provision, sanitation and hygiene have only received limited attention. The current perspective examines the latest evidence, on the occurrence, persistence and faecal-oral transmission of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), the etiological agent for COVID-19. Evidence shows that SARS-CoV-2 proliferate in the human gastrointestinal system, and is shed via faeces. SARS-CoV-2 can survive and remain viable for up to 6 to 9 days on surfaces. Recent wastewater-based epidemiological studies from several countries also detected SARS-CoV-2 RNA in raw wastewaters. Shell disorder analysis show that SARS-CoV-2 has a rigid outer shell conferring resilience, and a low shell disorder conferring moderate potential for faecal-oral transmission. Taken together, these findings point to potential faecal-oral transmission of SARS-CoV-2, which may partly explain its rapid transmission. Three potential mechanisms may account for SARS-CoV-2 faecal-oral transmission: (1) untreated contaminated drinking water, (2) raw and poorly cooked marine and aquatic foods from contaminated sources, and also raw wastewater-based irrigation (e.g., salads) and aquaculture, and (3) vector-mediated transmission from faecal sources to foods, particularly those from open markets and street vending. SARS-CoV-2 faecal-oral transmission could be particularly high in developing countries due to several risk factors, including
SARS-CoV-2-related mortality in a rural Latin American population;A sudden increase in adult mortality associated with respiratory diseases was noticed in Atahualpa (a rural Ecuadorian village), coinciding with the introduction of SARS-CoV-2 in the region. From a total of 1,852 individuals aged ≥18 years, 40 deaths occurred between January and June, 2020. In addition, a seroprevalence survey showed that 45% of the adult population have SARS-CoV-2 antibodies. Verbal autopsies revealed SARS-CoV-2 as the most likely cause of death in 29 cases. The mean age of suspected or confirmed SARS-CoV-2 cases was 76.9 ± 12.1 years, while that of those dying from unrelated causes was 60.3 ± 20.4 years (
Household transmission of SARS-CoV-2;Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused an epidemic in China and many other countries. Many infected clusters have been found within familial households, but the data about secondary transmission among household contacts is limited.
The influence of ABO blood groups on COVID-19 susceptibility and severity: A molecular hypothesis based on carbohydrate-carbohydrate interactions;The world is experiencing one of the most difficult moments in history with the COVID-19 pandemic, a disease caused by SARS-CoV-2, a new type of coronavirus. Virus infectivity is mediated by the binding of Spike transmembrane glycoprotein to specific protein receptors present on cell host surface. Spike is a homotrimer that emerges from the virion, each monomer containing two subunits named S1 and S2, which are related to cell recognition and membrane fusion, respectively. S1 is subdivided in domains S1A (or NTD) and S1B (or RBD), with experimental and 
Severe immune thrombocytopenia in a critically ill COVID-19 patient;The novel coronavirus SARS-CoV-2 can cause severe and even fatal respiratory illness named COVID-19. Apart from respiratory failure, COVID-19 may be associated with various autoimmune complications. We present a case of a critically ill patient with COVID-19, who developed severe immune thrombocytopenia, which was successfully treated with a concomitant use of corticosteroids and intravenous immunoglobulins.
Cytochrome P450-mediated drug interactions in COVID-19 patients: Current findings and possible mechanisms;At the end of 2019, the entire world has witnessed the birth of a new member of coronavirus family in Wuhan, China. Ever since, the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) has swiftly invaded every corner on the planet. By the end of April 2020, almost 3.5 million cases have been reported worldwide, with a death toll of about 250,000 deaths. It is currently well-recognized that patient’s immune response plays a pivotal role in the pathogenesis of Coronavirus Disease 2019 (COVID-19). This inflammatory element was evidenced by its elevated mediators that, in severe cases, reach their peak in a cytokine storm. Together with the reported markers of liver injury, such hyperinflammatory state may trigger significant derangements in hepatic cytochrome P450 metabolic machinery, and subsequent modulation of drug clearance that may result in unexpected therapeutic/toxic response. We hypothesize that COVID-19 patients are potentially vulnerable to a significant disease-drug interaction, and therefore, suitable dosing guidelines with therapeutic drug monitoring should be implemented to assure optimal clinical outcomes.
Impact of Tocilizumab on mortality and/or invasive mechanical ventilation requirement in a cohort of 206 COVID-19 patients;No therapy has proven to be effective yet to reduce mortality and/or invasive mechanical ventilation (IMV) requirement in COVID-19. Tocilizumab (TCZ) in patients with severe COVID-19 could be an effective treatment.
Multisystem Inflammatory Syndrome in Children (MIS-C) with COVID-19: Insights from simultaneous familial Kawasaki Disease cases;Recently, an increasing number of SARS-CoV-2 patients with COVID-19 syndrome, which overlaps with Kawasaki Disease (KD), have been reported, supporting the suggestion that infection is one of the triggers of KD. We summarized the reports of simultaneous familial KD cases to better understand the etiopathogenesis of both KD and Multisystem Inflammatory Syndrome in Children (MIS-C) related to COVID-19. Here we discuss the etiology of these syndromes from the point of view of infection and genetic susceptibility.
Spillover of SARS-CoV-2 into novel wild hosts in North America: A conceptual model for perpetuation of the pathogen;There is evidence that the current outbreak of the novel coronavirus SARS-CoV-2, which causes COVID-19, is of animal origin. As with a number of zoonotic pathogens, there is a risk of spillover into novel hosts. Here, we propose a hypothesized conceptual model that illustrates the mechanism whereby the SARS-CoV-2 could spillover from infected humans to naive wildlife hosts in North America. This proposed model is premised on transmission of SARS-CoV-2 from human feces through municipal waste water treatment plants into the natural aquatic environment where potential wildlife hosts become infected. We use the existing literature on human coronaviruses, including SARS CoV, to support the potential pathways and mechanisms in the conceptual model. Although we focus on North America, our conceptual model could apply to other parts of the globe as well.
Is the anti-filarial drug diethylcarbamazine useful to treat COVID-19?;SARS-CoV-2 virus has resulted in a devastating pandemic of COVID-19. Exploring compounds that could offer a breakthrough in treatment is the need of the hour. Re-positioning cheap, freely available and safe drugs is a priority. The paper proposes evidence for the potential use of diethylcarbamazine (DEC) in the treatment of COVID-19. DEC has inhibitory effects on arachidonic acid metabolism to prostaglandins, little known anti-viral effects on animal retroviruses and demonstrated anti-inflammatory actions in animal models of lung inflammation indicating the need to explore this hypothesis further. We believe this is the first time DEC is being proposed to treat COVID-19.
;An outbreak of coronavirus disease 2019 (COVID-19) occurred in Wuhan, China
Insight into 2019 novel coronavirus — An updated interim review and lessons from SARS-CoV and MERS-CoV;The rapid spread of the coronavirus disease 2019 (COVID-19), caused by a zoonotic beta-coronavirus entitled 2019 novel coronavirus (2019-nCoV), has become a global threat. Awareness of the biological features of 2019-nCoV should be updated in time and needs to be comprehensively summarized to help optimize control measures and make therapeutic decisions.
Fate of respiratory droplets in tropical vs temperate environments and implications for SARS-CoV-2 transmission;The new pandemic of SARS-CoV-2 has shown stark differences in number of affected patients between countries in the tropics and those with temperate environments. Though there have been many theories on reasons for these differences, we hypothesise that this could be due to differences in the fate of respiratory droplets in the two environments. A simple understanding of the mechanics of droplet size, dispersion and displacement could help infection control and public health measures to minimize spread and mitigate the risk of people getting infected especially in hotspots like hospital environments or other closed spaces. This paper discusses the possibility of differences in number of infections and spread between different countries based on the spread of droplets.
Transmission of COVID-19 in the terminal stages of the incubation period: A familial cluster;We report a familial cluster of 2019 novel coronavirus disease (COVID-19) to assess its potential transmission during the incubation period. The first patient in this familial cluster was identified during the presymptomatic period, as a close contact of a confirmed patient. Five family members had close contact with this first patient during his incubation period, with four of them confirmed positive for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in the subsequent sampling tests.
Treatment with hydroxychloroquine, azithromycin, and combination in patients hospitalized with COVID-19;The United States is in an acceleration phase of the COVID-19 pandemic. Currently there is no known effective therapy or vaccine for treatment of SARS-CoV-2, highlighting urgency around identifying effective therapies.
COVID-19 exposure risk for family members of healthcare workers: An observational study;Many publications have considered the exposure risk to COVID-19 of the general population and healthcare workers. However, no available papers have discussed the risk of exposure by family members of health care workers.
CT imaging and clinical course of asymptomatic cases with COVID-19 pneumonia at admission in Wuhan, China;Aimed to characterize the CT imaging and clinical course of asymptomatic cases with COVID-19 pneumonia.
SARS-CoV-2 infection diagnosed only by cell culture isolation before the local outbreak in an Italian seven-week-old suckling baby;SARS-CoV-2 emerged in China in December 2019 and has now been declared a pandemic by the World Health Organization. This paper described the case of a 7-week-old suckling baby from Italy who was SARS-CoV-2-positive only by the cell culture method, with no clinical suspicion of and/or risk factors for SARS-CoV-2 infection. The baby was referred to hospital, with signs and symptoms of upper respiratory tract infection, before the virus had spread to the province. Nasal and pharyngeal swabs and a nasopharyngeal aspirate were used for conventional and molecular diagnostic assays not including the SARS-CoV-2 virus. Bacteria referred to the resident population were revealed in nasal and pharyngeal swabs. No viruses were detected using both immunofluorescence assay and nucleic acid amplification assays in the nasopharyngeal aspirate. The baby was discharged in good condition after 3 days of hospitalisation. Later, a cytopathic effect on the cell monolayers currently used for respiratory viruses was observed and the viral particles were identified as 
Environment and COVID-19: Pollutants, impacts, dissemination, management and recommendations for facing future epidemic threats;Coronavirus disease 2019 (COVID-19) has become a global pandemic. Its relationship with environmental factors is an issue that has attracted the attention of scientists and governments. This article aims to deal with a possible association between COVID-19 and environmental factors and provide some recommendations for adequately controlling future epidemic threats. Environmental management through ecosystem services has a relevant role in exposing and spreading infectious diseases, reduction of pollutants, and control of climatic factors. Pollutants and viruses (such as COVID-19) produce negative immunological responses and share similar mechanisms of action. Therefore, they can have an additive and enhancing role in viral diseases. Significant associations between air pollution and COVID-19 have been reported. Particulate matter (PM2.5, PM10) can obstruct the airway, exacerbating cases of COVID-19. Some climatic factors have been shown to affect SARS-CoV-2 transmission. Yet, it is not well established if climatic factors might have a cause-effect relationship to the spreading of SARS-CoV-2. So far, positive as well as negative indirect environmental impacts have been reported, with negative impacts greater and more persistent. Too little is known about the current pandemic to evaluate whether there is an association between environment and positive COVID-19 cases. We recommend smart technology to collect data remotely, the implementation of “one health” approach between public health physicians and veterinarians, and the use of biodegradable medical supplies in future epidemic threats.
Environmental contamination of SARS-CoV-2 in healthcare premises;A large number of healthcare workers (HCWs) were infected by SARS-CoV-2 during the ongoing outbreak of COVID-19 in Wuhan, China. Hospitals are significant epicenters for the human-to-human transmission of the SARS-CoV-2 for HCWs, patients, and visitors. No data has been reported on the details of hospital environmental contamination status in the epicenter of Wuhan.
Ankaferd hemostat (ABS) as a potential mucosal topical agent for the management of COVID-19 syndrome based on its PAR-1 inhibitory effect and oestrogen content;COVID-19 due to the SARS-CoV-2 infection is a multi-systemic immune syndrome affecting mainly the lungs, oropharyngeal region, and other vascular endothelial beds. There are tremendous ongoing efforts for the aim of developing drugs against the COVID-19 syndrome-associated inflammation. However, currently no specific medicine is present for the absolute pharmacological cure of COVID-19 mucositis. The re-purposing/re-positioning of already existing drugs is a very important strategy for the management of ongoing pandemy since the development of a new drug needs decades. Apart from altering angiotensin signaling pathways, novel drug candidates for re-purposing comprise medications shall target COVID-19 pathobiology, including pharmaceutical formulations that antagonize proteinase-activated receptors (PARs), mainly PAR-1. Activation of the PAR-1, mediators and hormones impact on the hemostasis, endothelial activation, alveolar epithelial cells and mucosal inflammatory responses which are the essentials of the COVID-19 pathophysiology. In this context, Ankaferd hemostat (Ankaferd Blood Stopper, ABS) which is an already approved hemostatic agent affecting via vital erythroid aggregation and fibrinogen gamma could be a potential topical remedy for the mucosal management of COVID-19. ABS is a clinically safe and effective topical hemostatic agent of plant origin capable of exerting pleiotropic effects on the endothelial cells, angiogenesis, cell proliferation and vascular dynamics. ABS had been approved as a topically applied hemostatic agent for the management of post-surgical/dental bleedings and healing of infected inflammatory mucosal wounds. The anti-inflammatory and proteinase-activated receptor axis properties of ABS with a considerable amount of oestrogenic hormone presence highlight this unique topical hemostatic drug regarding the clinical re-positioning for COVID-19-associated mucositis. Topical ABS as a biological response modifier may lessen SARS-CoV-2 associated microthrombosis, endothelial dysfunction, oropharyngeal inflammation and mucosal lung damage. Moreover, PAR-1 inhibition ability of ABS might be helpful for reducing the initial virus propagation and mocasal spread of COVID-19.
